ano,mes,ano_mes,acao,desempenho,indicacoes
2016,09,201609,Vale PNA (VALE5),6.43,2
2016,09,201609,Rumo Log. ON (RUMO3),-12.22,2
2016,09,201609,Raia Drogasil ON (RADL3),11.27,2
2016,09,201609,Banco do Brasil ON (BBAS3),-1.3,2
2016,09,201609,Gerdau PN (GGBR4),-2.42,2
2016,08,201608,BB Seguridade ON (BBSE3),-0.58,5
2016,08,201608,Itaú Unibanco PN (ITUB4),7.15,4
2016,08,201608,Cielo ON (CIEL3),-8.6,3
2016,08,201608,Rumo Log. ON (RUMO3),17.65,3
2016,08,201608,Vale PNA (VALE5),-3.6,2
2016,08,201608,Ultrapar ON (UGPA3),1.55,2
2016,08,201608,Gerdau PN (GGBR4),17.53,2
2016,08,201608,BRF ON (BRFS3),-0.83,2
2016,08,201608,Banco do Brasil ON (BBAS3),10.85,2
2016,08,201608,Petrobras PN (PETR4),8.26,2
2016,07,201607,BB Seguridade ON (BBSE3),7.22,5
2016,07,201607,Ultrapar ON (UGPA3),4.12,4
2016,07,201607,Cielo ON (CIEL3),8.54,4
2016,07,201607,Itaú Unibanco PN (ITUB4),11.57,3
2016,07,201607,Ambev ON (ABEV3),-0.65,3
2016,07,201607,Rumo Log. ON (RUMO3),24.9,3
2016,07,201607,BR Malls Part. ON (BRML3),9.42,2
2016,07,201607,Lojas Renner ON (LREN3),15.07,2
2016,07,201607,BM&FBovespa ON (BVMF3),6.06,2
2016,07,201607,Raia Drogasil ON (RADL3),4.97,2
2016,06,201606,Ambev ON (ABEV3),-0.31,4
2016,06,201606,Itaú Unibanco PN (ITUB4),4.36,4
2016,06,201606,BB Seguridade ON (BBSE3),3.12,4
2016,06,201606,Raia Drogasil ON (RADL3),9.58,3
2016,06,201606,Lojas Renner ON (LREN3),13.62,3
2016,06,201606,Equatorial ON (EQTL3),6.69,3
2016,06,201606,Ultrapar ON (UGPA3),4.19,2
2016,06,201606,Suzano Papel PNA (SUZB5),-22.71,2
2016,06,201606,Fibria ON (FIBR3),-35.54,2
2016,06,201606,Bradesco PN (BBDC4),11.24,2
2016,05,201605,Itaú Unibanco PN (ITUB4),-11.58,5
2016,05,201605,BB Seguridade ON (BBSE3),-9.13,4
2016,05,201605,Lojas Renner ON (LREN3),0.63,3
2016,05,201605,Hypermarcas ON (HYPE3),-5.42,3
2016,05,201605,Raia Drogasil ON (RADL3),4.91,2
2016,05,201605,Localiza ON (RENT3),0.77,2
2016,05,201605,Pão de Açúcar PN (PCAR4),-20.08,2
2016,05,201605,BM&FBovespa ON (BVMF3),-6.87,2
2016,05,201605,CCR ON (CCRO3),-5.75,2
2016,05,201605,Cielo ON (CIEL3),-5.22,2
2016,04,201604,BB Seguridade ON (BBSE3),1.01,6
2016,04,201604,Itaú Unibanco PN (ITUB4),5.37,6
2016,04,201604,Lojas Renner ON (LREN3),0.8,3
2016,04,201604,CCR ON (CCRO3),15.32,3
2016,04,201604,Kroton ON (KROT3),11.5,2
2016,04,201604,Ultrapar ON (UGPA3),3.77,2
2016,04,201604,Cielo ON (CIEL3),14.96,2
2016,04,201604,BRF ON (BRFS3),-4.11,2
2016,04,201604,Ambev ON (ABEV3),3.03,2
2016,04,201604,Equatorial ON (EQTL3),5.56,2
2016,03,201603,BB Seguridade ON (BBSE3),23.13,8
2016,03,201603,Klabin UNIT (KLBN11),-9.91,4
2016,03,201603,Ultrapar ON (UGPA3),11.04,4
2016,03,201603,Itaú Unibanco PN (ITUB4),22.95,4
2016,03,201603,São Martinho ON (SMTO3),-0.98,3
2016,03,201603,Telefônica Brasil PN (VIVT4),18.75,2
2016,03,201603,BRF ON (BRFS3),0.05,2
2016,03,201603,Suzano Papel PNA (SUZB5),-23.27,2
2016,03,201603,Itausa PN (ITSA4),20.06,2
2016,03,201603,Fibria ON (FIBR3),-31.05,2
2016,02,201602,BB Seguridade ON (BBSE3),7.87,6
2016,02,201602,Itaú Unibanco PN (ITUB4),4.33,4
2016,02,201602,Cetip ON (CTIP3),-0.89,4
2016,02,201602,Weg ON (WEGE3),-14.2,3
2016,02,201602,Klabin UNIT (KLBN11),3.05,3
2016,02,201602,BRF ON (BRFS3),6.57,3
2016,02,201602,Ambev ON (ABEV3),-4.9,2
2016,02,201602,Ultrapar ON (UGPA3),7.22,2
2016,02,201602,Itausa PN (ITSA4),1.64,2
2016,02,201602,Cielo ON (CIEL3),-8.44,2
2016,01,201601,BB Seguridade ON (BBSE3),-4.93,5
2016,01,201601,Itaú Unibanco PN (ITUB4),-5.19,4
2016,01,201601,Cetip ON (CTIP3),1.97,4
2016,01,201601,Valid ON (VLID3),-6.16,3
2016,01,201601,Cielo ON (CIEL3),0.83,3
2016,01,201601,Kroton ON (KROT3),-10.81,3
2016,01,201601,Suzano Papel PNA (SUZB5),-14.66,2
2016,01,201601,Fibria ON (FIBR3),-15.09,2
2016,01,201601,BRF ON (BRFS3),-11.98,2
2016,01,201601,Itausa PN (ITSA4),0.0,2
2015,12,201512,Fibria ON (FIBR3),-3.22,4
2015,12,201512,Weg ON (WEGE3),-1.32,4
2015,12,201512,BB Seguridade ON (BBSE3),-6.32,4
2015,12,201512,Raia Drogasil ON (RADL3),-10.26,3
2015,12,201512,Valid ON (VLID3),-0.68,3
2015,12,201512,Itaú Unibanco PN (ITUB4),-4.62,3
2015,12,201512,Embraer ON (EMBR3),-0.57,3
2015,12,201512,Cielo ON (CIEL3),-4.33,3
2015,12,201512,Cetip ON (CTIP3),2.13,3
2015,12,201512,Ambev ON (ABEV3),-3.56,3
2015,11,201511,Itaú Unibanco PN (ITUB4),5.05,4
2015,11,201511,Valid ON (VLID3),-1.18,4
2015,11,201511,Ambev ON (ABEV3),-2.36,4
2015,11,201511,Cetip ON (CTIP3),8.87,4
2015,11,201511,BB Seguridade ON (BBSE3),-2.37,4
2015,11,201511,Cielo ON (CIEL3),-4.1,3
2015,11,201511,Suzano Papel PNA (SUZB5),17.02,3
2015,11,201511,Hypermarcas ON (HYPE3),28.0,2
2015,11,201511,Klabin UNIT (KLBN11),8.21,2
2015,11,201511,Raia Drogasil ON (RADL3),-0.85,2
2015,10,201510,Valid ON (VLID3),-4.31,5
2015,10,201510,Itaú Unibanco PN (ITUB4),-0.09,4
2015,10,201510,Suzano Papel PNA (SUZB5),-14.2,4
2015,10,201510,Cielo ON (CIEL3),-0.14,4
2015,10,201510,BB Seguridade ON (BBSE3),7.21,4
2015,10,201510,Kroton ON (KROT3),27.89,3
2015,10,201510,Fibria ON (FIBR3),-2.16,3
2015,10,201510,BRF ON (BRFS3),-14.86,3
2015,10,201510,Ambev ON (ABEV3),-1.7,3
2015,10,201510,Klabin UNIT (KLBN11),0.74,3
2015,09,201509,Suzano Papel PNA (SUZB5),9.73,6
2015,09,201509,Cielo ON (CIEL3),-3.71,5
2015,09,201509,Valid ON (VLID3),-2.53,5
2015,09,201509,Itaú Unibanco PN (ITUB4),-0.09,4
2015,09,201509,BB Seguridade ON (BBSE3),-13.55,4
2015,09,201509,Klabin UNIT (KLBN11),8.0,3
2015,09,201509,Fibria ON (FIBR3),5.04,3
2015,09,201509,BRF ON (BRFS3),1.54,3
2015,09,201509,Ambev ON (ABEV3),2.51,3
2015,09,201509,Kroton ON (KROT3),-11.18,2
2015,08,201508,BB Seguridade ON (BBSE3),-8.4,6
2015,08,201508,Suzano Papel PNA (SUZB5),4.71,5
2015,08,201508,Itaú Unibanco PN (ITUB4),-10.74,5
2015,08,201508,Valid ON (VLID3),-5.53,5
2015,08,201508,Cetip ON (CTIP3),-6.92,4
2015,08,201508,Cielo ON (CIEL3),-12.3,4
2015,08,201508,Klabin UNIT (KLBN11),-4.57,3
2015,08,201508,Ambev ON (ABEV3),-1.9,2
2015,08,201508,Kroton ON (KROT3),-8.98,2
2015,08,201508,Equatorial ON (EQTL3),1.0,1
2015,07,201507,BB Seguridade ON (BBSE3),-5.43,6
2015,07,201507,Cielo ON (CIEL3),-0.21,5
2015,07,201507,Itaú Unibanco PN (ITUB4),-3.27,5
2015,07,201507,Cetip ON (CTIP3),4.05,4
2015,07,201507,Klabin UNIT (KLBN11),12.22,3
2015,07,201507,Suzano Papel PNA (SUZB5),1.51,3
2015,07,201507,Valid ON (VLID3),3.86,2
2015,07,201507,Equatorial ON (EQTL3),-0.48,2
2015,07,201507,Ambev ON (ABEV3),1.88,2
2015,07,201507,Kroton ON (KROT3),-19.26,2
2015,06,201506,Itaú Unibanco PN (ITUB4),-0.28,7
2015,06,201506,BB Seguridade ON (BBSE3),2.25,6
2015,06,201506,Suzano Papel PNA (SUZB5),-0.84,6
2015,06,201506,Cielo ON (CIEL3),9.55,4
2015,06,201506,M. Dias Branco ON (MDIA3),-4.76,2
2015,06,201506,Qualicorp ON (QUAL3),3.74,2
2015,06,201506,Equatorial ON (EQTL3),4.08,2
2015,06,201506,Cetip ON (CTIP3),2.66,2
2015,06,201506,Ambev ON (ABEV3),4.28,2
2015,06,201506,Klabin UNIT (KLBN11),0.47,2
2015,05,201505,Itaú Unibanco PN (ITUB4),-10.87,8
2015,05,201505,Cielo ON (CIEL3),-4.63,7
2015,05,201505,Suzano Papel PNA (SUZB5),11.51,6
2015,05,201505,BB Seguridade ON (BBSE3),-5.39,5
2015,05,201505,Cetip ON (CTIP3),-2.84,4
2015,05,201505,Bradesco PN (BBDC4),-12.24,2
2015,05,201505,Qualicorp ON (QUAL3),-22.05,2
2015,05,201505,Klabin UNIT (KLBN11),2.81,2
2015,05,201505,Ambev ON (ABEV3),-2.85,2
2015,05,201505,Embraer ON (EMBR3),1.53,2
2015,04,201504,Itaú Unibanco PN (ITUB4),9.17,6
2015,04,201504,BB Seguridade ON (BBSE3),7.47,5
2015,04,201504,Raia Drogasil ON (RADL3),19.41,5
2015,04,201504,Suzano Papel PNA (SUZB5),2.1,4
2015,04,201504,Cielo ON (CIEL3),10.15,4
2015,04,201504,Klabin UNIT (KLBN11),1.54,3
2015,04,201504,M. Dias Branco ON (MDIA3),0.5,2
2015,04,201504,Cetip ON (CTIP3),9.84,2
2015,04,201504,BRF ON (BRFS3),1.74,2
2015,04,201504,CPFL Energia ON (CPFE3),0.22,2
2015,03,201503,Itaú Unibanco PN (ITUB4),-3.22,7
2015,03,201503,BB Seguridade ON (BBSE3),1.23,6
2015,03,201503,BRF ON (BRFS3),-1.75,4
2015,03,201503,Suzano Papel PNA (SUZB5),22.64,4
2015,03,201503,Raia Drogasil ON (RADL3),0.81,4
2015,03,201503,Lojas Americanas PN (LAME4),-1.12,3
2015,03,201503,Cielo ON (CIEL3),3.33,3
2015,03,201503,Klabin UNIT (KLBN11),14.48,2
2015,03,201503,Cetip ON (CTIP3),-7.2,2
2015,03,201503,Pão de Açúcar PN (PCAR4),-1.44,2
2015,02,201502,Itaú Unibanco PN (ITUB4),13.46,9
2015,02,201502,BRF ON (BRFS3),0.08,6
2015,02,201502,BB Seguridade ON (BBSE3),13.19,4
2015,02,201502,Embraer ON (EMBR3),4.89,4
2015,02,201502,Cielo ON (CIEL3),11.78,3
2015,02,201502,Suzano Papel PNA (SUZB5),10.95,3
2015,02,201502,Klabin UNIT (KLBN11),16.87,2
2015,02,201502,Cetip ON (CTIP3),-0.15,2
2015,02,201502,Bradesco PN (BBDC4),12.02,2
2015,02,201502,Fibria ON (FIBR3),14.12,2
2015,01,201501,Itaú Unibanco PN (ITUB4),-4.87,6
2015,01,201501,Cielo ON (CIEL3),-4.01,5
2015,01,201501,Embraer ON (EMBR3),-2.86,4
2015,01,201501,BB Seguridade ON (BBSE3),-8.58,4
2015,01,201501,Pão de Açúcar PN (PCAR4),-9.66,3
2015,01,201501,BRF ON (BRFS3),2.24,3
2015,01,201501,Fibria ON (FIBR3),-0.65,3
2015,01,201501,Suzano Papel PNA (SUZB5),-3.38,2
2015,01,201501,Bradesco PN (BBDC4),-3.74,2
2015,01,201501,Estacio Part. ON (ESTC3),-29.93,2
2014,12,201412,Itaú Unibanco PN (ITUB4),-10.33,6
2014,12,201412,BB Seguridade ON (BBSE3),-4.2,6
2014,12,201412,Estácio Part. ON (ESTC3),-14.59,4
2014,12,201412,Bradesco PN (BBDC4),-9.95,4
2014,12,201412,Cielo ON (CIEL3),-5.19,4
2014,12,201412,BRF ON (BRFS3),-4.46,4
2014,12,201412,Kroton ON (KROT3),-13.55,3
2014,12,201412,Petrobras PN (PETR4),-21.72,2
2014,12,201412,Embraer ON (EMBR3),3.84,2
2014,12,201412,Pão de Açúcar PN (PCAR4),-9.1,2
2014,11,201411,Petrobras PN (PETR4),-16.23,6
2014,11,201411,BB Seguridade ON (BBSE3),1.54,6
2014,11,201411,Itaú Unibanco PN (ITUB4),5.08,6
2014,11,201411,Estácio Part. ON (ESTC3),-2.82,4
2014,11,201411,BRF ON (BRFS3),2.96,4
2014,11,201411,Bradesco PN (BBDC4),6.05,3
2014,11,201411,Kroton ON (KROT3),1.53,3
2014,11,201411,Suzano Papel PNA (SUZB5),4.02,2
2014,11,201411,Cielo ON (CIEL3),8.01,2
2014,11,201411,Pão de Açúcar PN (PCAR4),4.57,2
2014,10,201410,Petrobras PN (PETR4),-15.53,5
2014,10,201410,BB Seguridade ON (BBSE3),2.67,5
2014,10,201410,Itaú Unibanco PN (ITUB4),8.55,4
2014,10,201410,Estácio Part. ON (ESTC3),12.81,4
2014,10,201410,BRF ON (BRFS3),10.73,4
2014,10,201410,Cielo ON (CIEL3),1.73,4
2014,10,201410,Bradesco PN (BBDC4),7.17,3
2014,10,201410,Vale PNA (VALE5),-5.89,2
2014,10,201410,Kroton ON (KROT3),14.82,2
2014,10,201410,Suzano Papel PNA (SUZB5),6.3,2
2014,09,201409,Itaú Unibanco PN (ITUB4),-16.05,4
2014,09,201409,BRF ON (BRFS3),-2.77,4
2014,09,201409,BB Seguridade ON (BBSE3),-9.9,4
2014,09,201409,Estácio Part. ON (ESTC3),-14.43,3
2014,09,201409,Vale PNA (VALE5),-8.43,3
2014,09,201409,Petrobras PN (PETR4),-22.53,3
2014,09,201409,Petrobras ON (PETR3),-22.09,2
2014,09,201409,Cosan ON (CSAN3),-15.4,2
2014,09,201409,BM&FBovespa ON (BVMF3),-17.11,2
2014,09,201409,Bradesco PN (BBDC4),-14.65,2
2014,08,201408,Estácio Part. ON (ESTC3),5.61,4
2014,08,201408,Itaú Unibanco PN (ITUB4),15.95,4
2014,08,201408,Petrobras PN (PETR4),22.25,4
2014,08,201408,Vale PNA (VALE5),-10.85,4
2014,08,201408,Kroton ON (KROT3),10.97,4
2014,08,201408,BB Seguridade ON (BBSE3),9.89,4
2014,08,201408,BRF ON (BRFS3),7.93,3
2014,08,201408,Cetip ON (CTIP3),3.56,2
2014,08,201408,Cielo ON (CIEL3),1.11,2
2014,08,201408,Bradesco PN (BBDC4),18.06,2
2014,07,201407,Pão de Açúcar PN (PCAR4),6.32,5
2014,07,201407,Cielo ON (CIEL3),-8.79,4
2014,07,201407,Estácio Part. ON (ESTC3),-3.76,4
2014,07,201407,BB Seguridade ON (BBSE3),2.03,4
2014,07,201407,Valid ON (VLID3),-2.82,3
2014,07,201407,Petrobras PN (PETR4),10.47,2
2014,07,201407,Vale PNA (VALE5),10.55,2
2014,07,201407,Bradesco PN (BBDC4),8.06,2
2014,07,201407,Ambev ON (ABEV3),0.31,2
2014,07,201407,Itaú Unibanco PN (ITUB4),9.84,2
2014,06,201406,Ambev ON (ABEV3),-0.63,5
2014,06,201406,Cielo ON (CIEL3),13.66,5
2014,06,201406,Estácio Part. ON (ESTC3),8.78,5
2014,06,201406,BB Seguridade ON (BBSE3),13.82,5
2014,06,201406,Pão de Açúcar PN (PCAR4),1.17,4
2014,06,201406,Ultrapar ON (UGPA3),-2.32,2
2014,06,201406,Suzano Papel PNA (SUZB5),3.97,2
2014,06,201406,Petrobras PN (PETR4),3.6,2
2014,06,201406,Bradesco PN (BBDC4),3.38,2
2014,06,201406,Itaú Unibanco PN (ITUB4),0.81,2
2014,05,201405,BB Seguridade ON (BBSE3),9.07,5
2014,05,201405,Itaú Unibanco PN (ITUB4),-5.16,3
2014,05,201405,Ambev ON (ABEV3),-2.7,3
2014,05,201405,Petrobras PN (PETR4),0.72,3
2014,05,201405,Pão de Açúcar PN (PCAR4),-3.38,2
2014,05,201405,Vale PNA (VALE5),-2.95,2
2014,05,201405,Cemig PN (CMIG4),-3.29,2
2014,05,201405,Bradesco PN (BBDC4),-5.91,2
2014,05,201405,Cielo ON (CIEL3),1.34,2
2014,05,201405,Kroton ON (KROT3),19.59,2
2014,04,201404,BB Seguridade ON (BBSE3),4.06,5
2014,04,201404,Pão de Açúcar PN (PCAR4),6.35,4
2014,04,201404,Vale PNA (VALE5),-3.94,4
2014,04,201404,Ambev ON (ABEV3),-3.1,4
2014,04,201404,Itaú Unibanco PN (ITUB4),8.6,4
2014,04,201404,Suzano Papel PNA (SUZB5),-13.25,3
2014,04,201404,BRF ON (BRFS3),11.48,2
2014,04,201404,Ultrapar ON (UGPA3),1.95,2
2014,04,201404,Estácio Part. ON (ESTC3),4.46,2
2014,04,201404,Petrobras PN (PETR4),11.74,2
2014,03,201403,Itaú Unibanco PN (ITUB4),8.6,4
2014,03,201403,Pão de Açúcar PN (PCAR4),0.87,4
2014,03,201403,BB Seguridade ON (BBSE3),7.77,4
2014,03,201403,Ambev ON (ABEV3),0.41,4
2014,03,201403,Ultrapar ON (UGPA3),5.29,3
2014,03,201403,Vale PNA (VALE5),-2.54,3
2014,03,201403,Suzano Papel PNA (SUZB5),-5.63,3
2014,03,201403,Cielo ON (CIEL3),16.0,2
2014,03,201403,BRF ON (BRFS3),5.55,2
2014,03,201403,CCR ON (CCRO3),8.33,2
2014,02,201402,Suzano Papel PNA (SUZB5),-6.72,3
2014,02,201402,Ultrapar ON (UGPA3),-0.82,3
2014,02,201402,Vale PNA (VALE5),-3.03,3
2014,02,201402,Pão de Açúcar PN (PCAR4),5.88,3
2014,02,201402,Klabin PN (KLBN4),-6.0,3
2014,02,201402,BB Seguridade ON (BBSE3),5.19,3
2014,02,201402,Gerdau PN (GGBR4),-15.8,3
2014,02,201402,Itaú Unibanco PN (ITUB4),4.96,2
2014,02,201402,Petrobras PN (PETR4),-7.55,2
2014,02,201402,Ambev ON (ABEV3),4.91,2
2014,01,201401,BB Seguridade ON (BBSE3),-7.35,6
2014,01,201401,Vale PNA (VALE5),-8.34,6
2014,01,201401,Gerdau PN (GGBR4),-6.49,4
2014,01,201401,Localiza ON (RENT3),-8.13,3
2014,01,201401,Tupy ON (TUPY3),-5.67,3
2014,01,201401,Estácio Part. ON (ESTC3),-8.33,3
2014,01,201401,Suzano Papel PNA (SUZB5),3.03,3
2014,01,201401,Itaú Unibanco PN (ITUB4),-3.37,2
2014,01,201401,Ambev ON (ABEV3),-5.72,2
2014,01,201401,Petrobras PN (PETR4),-13.93,2
2013,12,201312,BB Seguridade ON (BBSE3),-3.54,5
2013,12,201312,Vale PNA (VALE5),-0.18,4
2013,12,201312,Estácio Part. ON (ESTC3),2.0,3
2013,12,201312,Gerdau PN (GGBR4),1.89,3
2013,12,201312,Cosan ON (CSAN3),-7.95,2
2013,12,201312,Tractebel ON (TBLE3),-6.01,2
2013,12,201312,Klabin PN (KLBN4),1.32,2
2013,12,201312,Hypermarcas ON (HYPE3),-7.35,2
2013,12,201312,Ambev ON (ABEV3),-1.37,2
2013,12,201312,Petrobras PN (PETR4),-10.67,1
2013,11,201311,Vale PNA (VALE5),-0.15,6
2013,11,201311,BB Seguridade ON (BBSE3),3.8,4
2013,11,201311,Itaú Unibanco PN (ITUB4),-4.7,3
2013,11,201311,CCR ON (CCRO3),-0.7,3
2013,11,201311,Tractebel ON (TBLE3),1.36,2
2013,11,201311,Ultrapar ON (UGPA3),-2.8,2
2013,11,201311,Cetip ON (CTIP3),2.66,2
2013,11,201311,Cosan ON (CSAN3),-4.27,2
2013,11,201311,Banco do Brasil ON (BBAS3),-13.32,2
2013,11,201311,Suzano Papel PNA (SUZB5),-6.39,2
2013,10,201310,Vale PNA (VALE5),7.2,4
2013,10,201310,Ultrapar ON (UGPA3),9.22,3
2013,10,201310,CCR ON (CCRO3),7.38,3
2013,10,201310,BRF ON (BRFS3),-2.59,3
2013,10,201310,BB Seguridade ON (BBSE3),12.2,3
2013,10,201310,Suzano Papel PNA (SUZB5),3.77,3
2013,10,201310,Hypermarcas ON (HYPE3),9.34,2
2013,10,201310,ALL ON (ALLL3),-8.45,2
2013,10,201310,Itaú Unibanco PN (ITUB4),10.03,2
2013,10,201310,Kroton ON (KROT3),5.05,2
2013,09,201309,Vale PNA (VALE5),1.41,5
2013,09,201309,BRF ON (BRFS3),-2.17,4
2013,09,201309,BB Seguridade ON (BBSE3),13.36,3
2013,09,201309,Ultrapar ON (UGPA3),5.32,3
2013,09,201309,Itaú Unibanco PN (ITUB4),8.54,3
2013,09,201309,Kroton ON (KROT3),-1.53,2
2013,09,201309,Cetip ON (CTIP3),0.64,2
2013,09,201309,CCR ON (CCRO3),3.9,2
2013,09,201309,Cemig PN (CMIG4),3.44,2
2013,09,201309,Hypermarcas ON (HYPE3),10.1,2
2013,08,201308,Kroton ON (KROT3),-1.27,3
2013,08,201308,BB Seguridade ON (BBSE3),6.71,3
2013,08,201308,Vale PNA (VALE5),10.48,3
2013,08,201308,BRF ON (BRFS3),13.58,3
2013,08,201308,Itaú Unibanco PN (ITUB4),0.54,3
2013,08,201308,Suzano Papel PNA (SUZB5),20.82,2
2013,08,201308,Gerdau PN (GGBR4),18.08,2
2013,08,201308,BM&FBovespa ON (BVMF3),-3.74,2
2013,08,201308,Cetip ON (CTIP3),1.74,2
2013,08,201308,Hypermarcas ON (HYPE3),-1.64,2
2013,07,201307,Gerdau PN (GGBR4),15.7,4
2013,07,201307,Itaú Unibanco PN (ITUB4),1.34,4
2013,07,201307,Kroton ON (KROT3),5.18,4
2013,07,201307,Bradesco PN (BBDC4),-3.75,3
2013,07,201307,Tractebel ON (TBLE3),4.99,2
2013,07,201307,Hypermarcas ON (HYPE3),13.63,2
2013,07,201307,Souza Cruz ON (CRUZ3),0.33,2
2013,07,201307,BB Seguridade ON (BBSE3),4.77,2
2013,07,201307,BRF ON (BRFS3),1.17,2
2013,07,201307,BM&FBovespa ON (BVMF3),-0.49,2
2013,06,201306,Itaú Unibanco PN (ITUB4),-11.16,4
2013,06,201306,Kroton ON (KROT3),-1.75,2
2013,06,201306,Petrobras PN (PETR4),-19.3,2
2013,06,201306,Vale PNA (VALE5),-5.58,2
2013,06,201306,Hypermarcas ON (HYPE3),-15.03,2
2013,06,201306,Souza Cruz ON (CRUZ3),-5.72,2
2013,06,201306,BRF ON (BRFS3),-2.94,2
2013,06,201306,BR Properties ON (BRPR3),-9.57,2
2013,06,201306,BM&FBovespa ON (BVMF3),-12.03,2
2013,06,201306,Minerva ON (BEEF3),-1.61,2
2013,05,201305,Itaú Unibanco PN (ITUB4),5.99,6
2013,05,201305,Kroton ON (KROT3),12.89,2
2013,05,201305,Vale PNA (VALE5),-12.22,2
2013,05,201305,Petrobras PN (PETR4),-0.2,2
2013,05,201305,Cosan ON (CSAN3),-0.42,2
2013,05,201305,BR Malls Part. ON (BRML3),-5.49,2
2013,05,201305,BM&FBovespa ON (BVMF3),1.92,2
2013,05,201305,Cielo ON (CIEL3),3.62,2
2013,05,201305,Banco do Brasil ON (BBAS3),1.45,1
2013,05,201305,Itaúsa PN (ITSA4),4.62,1
2013,04,201304,Itaú Unibanco PN (ITUB4),-6.49,5
2013,04,201304,BM&FBovespa ON (BVMF3),3.43,3
2013,04,201304,Kroton ON (KROT3),8.14,3
2013,04,201304,Randon Part. PN (RAPT4),4.39,2
2013,04,201304,Vale PNA (VALE5),0.94,2
2013,04,201304,Even ON (EVEN3),-0.81,2
2013,04,201304,Lojas Renner ON (LREN3),2.98,2
2013,04,201304,Anhanguera ON (AEDU3),10.43,2
2013,04,201304,Bradesco PN (BBDC4),-3.57,1
2013,04,201304,PDG Realty ON (PDGR3),-26.37,1
2013,03,201303,Itaú Unibanco PN (ITUB4),3.79,4
2013,03,201303,CCR ON (CCRO3),3.48,3
2013,03,201303,Lojas Renner ON (LREN3),0.5,3
2013,03,201303,Vale PNA (VALE5),-9.06,3
2013,03,201303,Kroton ON (KROT3),0.88,2
2013,03,201303,Cosan ON (CSAN3),-2.83,2
2013,03,201303,BM&FBovespa ON (BVMF3),1.72,2
2013,03,201303,Even ON (EVEN3),-2.0,2
2013,03,201303,BR Malls Part. ON (BRML3),-1.72,2
2013,03,201303,Bradesco PN (BBDC4),6.39,1
2013,02,201302,Vale PNA (VALE5),-5.56,4
2013,02,201302,Lojas Renner ON (LREN3),-5.46,3
2013,02,201302,TIM Part. ON (TIMP3),-1.7,2
2013,02,201302,Itaú Unibanco PN (ITUB4),2.14,2
2013,02,201302,Cosan ON (CSAN3),-0.72,2
2013,02,201302,BR Malls Part. ON (BRML3),-0.7,2
2013,02,201302,BM&FBovespa ON (BVMF3),-3.8,2
2013,02,201302,CCR ON (CCRO3),-3.41,2
2013,02,201302,Anhanguera ON (AEDU3),5.81,2
2013,01,201301,Vale PNA (VALE5),-5.31,5
2013,01,201301,Gerdau PN (GGBR4),-2.57,4
2013,01,201301,Lojas Renner ON (LREN3),-0.05,3
2013,01,201301,Raia Drogasil ON (RADL3),-3.55,2
2013,01,201301,TIM Part. ON (TIMP3),7.32,2
2013,01,201301,Petrobras PN (PETR4),-7.38,2
2013,01,201301,Itaú Unibanco PN (ITUB4),2.92,2
2013,01,201301,CCR ON (CCRO3),5.66,2
2013,01,201301,Cosan ON (CSAN3),12.57,2
2013,01,201301,BM&FBovespa ON (BVMF3),-0.43,2
2012,12,201212,Vale PNA (VALE5),11.36,5
2012,12,201212,Lojas Renner ON (LREN3),2.26,3
2012,12,201212,Petrobras PN (PETR4),4.61,3
2012,12,201212,Totvs ON (TOTS3),1.63,3
2012,12,201212,Kroton ON (KROT3),11.62,2
2012,12,201212,Itaú Unibanco PN (ITUB4),4.89,2
2012,12,201212,CCR ON (CCRO3),5.94,2
2012,12,201212,Coelce PNA (COCE5),29.57,2
2012,12,201212,BRF ON (BRFS3),8.74,2
2012,12,201212,BM&FBovespa ON (BVMF3),9.03,1
2012,11,201211,Lojas Renner ON (LREN3),3.92,4
2012,11,201211,Kroton UNIT (KROT11),2.07,3
2012,11,201211,Petrobras PN (PETR4),-10.29,3
2012,11,201211,CCR ON (CCRO3),2.8,3
2012,11,201211,Vale PNA (VALE5),0.96,3
2012,11,201211,Telefônica BR PN (VIVT4),5.33,2
2012,11,201211,Itaú Unibanco PN (ITUB4),8.27,2
2012,11,201211,Bradesco PN (BBDC4),10.98,2
2012,11,201211,Cetip ON (CTIP3),-6.2,2
2012,11,201211,Ambev PN (AMBV4),6.63,2
2012,10,201210,Vale PNA (VALE5),6.48,3
2012,10,201210,BR Properties ON (BRPR3),0.57,3
2012,10,201210,Sabesp ON (SBSP3),3.6,2
2012,10,201210,Telefônica BR PN (VIVT4),1.6,2
2012,10,201210,Petrobras PN (PETR4),-7.02,2
2012,10,201210,Gerdau PN (GGBR4),-7.94,2
2012,10,201210,Arteris ON (ARTR3),3.83,2
2012,10,201210,CCR ON (CCRO3),0.28,2
2012,10,201210,Ambev PN (AMBV4),7.64,2
2012,10,201210,Kroton UNIT (KROT11),17.0,2
2012,09,201209,CCR ON (CCRO3),0.6,4
2012,09,201209,Raia Drogasil ON (RADL3),8.69,3
2012,09,201209,TIM Part. ON (TIMP3),-2.97,2
2012,09,201209,Vale PNA (VALE5),6.3,2
2012,09,201209,Oi PN (OIBR4),5.71,2
2012,09,201209,Gerdau PN (GGBR4),7.41,2
2012,09,201209,Banco do Brasil ON (BBAS3),8.21,2
2012,09,201209,BR Malls Part. ON (BRML3),11.26,2
