ano,mes,ano_mes,corretora,acao,variacao
2017,07,201707,Genial Investimentos,MRV ON (MRVE3),5.99
2017,07,201707,Guide Investimentos,Braskem PNA (BRKM5),9.09
2017,07,201707,Guide Investimentos,CVC Brasil ON (CVCB3),10.06
2017,07,201707,Guide Investimentos,Klabin UNIT (KLBN11),-1.42
2017,07,201707,Guide Investimentos,Marfrig ON (MRFG3),-5.03
2017,07,201707,Guide Investimentos,Tupy ON (TUPY3),-6.92
2017,07,201707,Planner Corretora,Grendene ON (GRND3),3.16
2017,07,201707,Planner Corretora,Itaú Unibanco PN (ITUB4),1.59
2017,07,201707,Planner Corretora,Multiplan ON (MULT3),10.04
2017,07,201707,Planner Corretora,Ser Educacional ON (SEER3),4.45
2017,07,201707,Planner Corretora,Taesa UNIT (TAEE11),5.35
2017,07,201707,Rico Corretora,Itaú Unibanco PN (ITUB4),1.59
2017,07,201707,Rico Corretora,Lojas Americanas PN (LAME4),11.93
2017,07,201707,Rico Corretora,Raia Drogasil ON (RADL3),-1.58
2017,07,201707,Rico Corretora,Vale ON (VALE3),7.93
2017,07,201707,Rico Corretora,Weg ON (WEGE3),7.61
2017,07,201707,Santander Corretora,AES Tietê UNIT (TIET11),3.0
2017,07,201707,Santander Corretora,CVC Brasil ON (CVCB3),10.06
2017,07,201707,Santander Corretora,Itaú Unibanco PN (ITUB4),1.59
2017,07,201707,Santander Corretora,Localiza ON (RENT3),15.34
2017,07,201707,Santander Corretora,Ser Educacional ON (SEER3),4.45
2017,07,201707,XP Investimentos,AES Tietê UNIT (TIET11),3.0
2017,07,201707,XP Investimentos,Itaú Unibanco PN (ITUB4),1.59
2017,07,201707,XP Investimentos,Pão de Açúcar PN (PCAR4),11.28
2017,07,201707,XP Investimentos,São Martinho ON (SMTO3),3.74
2017,07,201707,XP Investimentos,Weg ON (WEGE3),7.61
2017,06,201706,Ágora Investimentos,Banco do Brasil ON (BBAS3),-5.2
2017,06,201706,Ágora Investimentos,BRF ON (BRFS3),-9.51
2017,06,201706,Ágora Investimentos,Itaú Unibanco PN (ITUB4),3.42
2017,06,201706,Ágora Investimentos,Lojas Americanas PN (LAME4),-4.11
2017,06,201706,Ágora Investimentos,Rumo Log. ON (RAIL3),2.0
2017,06,201706,Ativa Investimentos,Gerdau PN (GGBR4),7.76
2017,06,201706,Ativa Investimentos,Itaú Unibanco PN (ITUB4),3.42
2017,06,201706,Ativa Investimentos,Klabin UNIT (KLBN11),-2.81
2017,06,201706,Ativa Investimentos,Petrobras PN (PETR4),-4.55
2017,06,201706,Ativa Investimentos,Raia Drogasil ON (RADL3),-2.46
2017,06,201706,BB Investimentos,Embraer ON (EMBR3),-3.4
2017,06,201706,BB Investimentos,Hypermarcas ON (HYPE3),-1.33
2017,06,201706,BB Investimentos,Raia Drogasil ON (RADL3),-2.46
2017,06,201706,BB Investimentos,Vale PNA (VALE5),4.34
2017,06,201706,BB Investimentos,Weg ON (WEGE3),-6.84
2017,06,201706,Citi Corretora,Gerdau PN (GGBR4),7.76
2017,06,201706,Citi Corretora,Itaú Unibanco PN (ITUB4),3.42
2017,06,201706,Citi Corretora,Klabin UNIT (KLBN11),-2.81
2017,06,201706,Citi Corretora,Petrobras PN (PETR4),-4.55
2017,06,201706,Citi Corretora,Taesa UNIT (TAEE11),-2.91
2017,06,201706,Genial Investimentos,AES Tietê UNIT (TIET11),-1.16
2017,06,201706,Genial Investimentos,Bradesco PN (BBDC4),2.35
2017,06,201706,Genial Investimentos,Grendene ON (GRND3),-2.55
2017,06,201706,Genial Investimentos,Itaú Unibanco PN (ITUB4),3.42
2017,06,201706,Genial Investimentos,Klabin UNIT (KLBN11),-2.81
2017,06,201706,Guide Investimentos,Ambev ON (ABEV3),-1.27
2017,06,201706,Guide Investimentos,Klabin UNIT (KLBN11),-2.81
2017,06,201706,Guide Investimentos,M. Dias Branco ON (MDIA3),-8.87
2017,06,201706,Guide Investimentos,Marfrig ON (MRFG3),7.3
2017,06,201706,Guide Investimentos,Multiplus ON (MPLU3),-2.83
2017,06,201706,Planner Corretora,Multiplan ON (MULT3),2.63
2017,06,201706,Planner Corretora,Petrobras PN (PETR4),-4.55
2017,06,201706,Planner Corretora,Taesa UNIT (TAEE11),-2.91
2017,06,201706,Planner Corretora,Telefônica Brasil PN (VIVT4),-4.06
2017,06,201706,Planner Corretora,Tupy ON (TUPY3),11.67
2017,06,201706,Rico Corretora,Itaú Unibanco PN (ITUB4),3.42
2017,06,201706,Rico Corretora,Lojas Americanas PN (LAME4),-4.11
2017,06,201706,Rico Corretora,Raia Drogasil ON (RADL3),-2.46
2017,06,201706,Rico Corretora,Vale PNA (VALE5),4.34
2017,06,201706,Rico Corretora,Weg ON (WEGE3),-6.84
2017,06,201706,Santander Corretora,CVC Brasil ON (CVCB3),7.97
2017,06,201706,Santander Corretora,Equatorial ON (EQTL3),1.46
2017,06,201706,Santander Corretora,Itaú Unibanco PN (ITUB4),3.42
2017,06,201706,Santander Corretora,Localiza ON (RENT3),3.84
2017,06,201706,Santander Corretora,Ser Educacional ON (SEER3),1.83
2017,06,201706,XP Investimentos,AES Tietê UNIT (TIET11),-1.16
2017,06,201706,XP Investimentos,Itaú Unibanco PN (ITUB4),3.42
2017,06,201706,XP Investimentos,Localiza ON (RENT3),3.84
2017,06,201706,XP Investimentos,Pão de Açúcar PN (PCAR4),-5.55
2017,06,201706,XP Investimentos,Petrobras PN (PETR4),-4.55
2017,05,201705,Ágora Investimentos,Banco do Brasil ON (BBAS3),-13.22
2017,05,201705,Ágora Investimentos,CESP PNB (CESP6),-6.99
2017,05,201705,Ágora Investimentos,Iochpe-Maxion ON (MYPK3),-11.73
2017,05,201705,Ágora Investimentos,Magazine Luíza ON (MGLU3),12.66
2017,05,201705,Ágora Investimentos,Lojas Renner ON (LREN3),-1.94
2017,05,201705,Ativa Investimentos,Gerdau PN (GGBR4),-2.65
2017,05,201705,Ativa Investimentos,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,Ativa Investimentos,Klabin UNIT (KLBN11),6.12
2017,05,201705,Ativa Investimentos,Petrobras PN (PETR4),-7.23
2017,05,201705,Ativa Investimentos,Raia Drogasil ON (RADL3),6.75
2017,05,201705,BB Investimentos,Cia. Hering ON (HGTX3),0.6
2017,05,201705,BB Investimentos,Iochpe-Maxion ON (MYPK3),-11.73
2017,05,201705,BB Investimentos,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,BB Investimentos,Klabin UNIT (KLBN11),6.12
2017,05,201705,BB Investimentos,Raia Drogasil ON (RADL3),6.75
2017,05,201705,Citi Corretora,Ecorodovias ON (ECOR3),-2.54
2017,05,201705,Citi Corretora,Gerdau PN (GGBR4),-2.65
2017,05,201705,Citi Corretora,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,Citi Corretora,Petrobras PN (PETR4),-7.23
2017,05,201705,Citi Corretora,Taesa UNIT (TAEE11),3.07
2017,05,201705,Genial Investimentos,Bradesco PN (BBDC4),-9.35
2017,05,201705,Genial Investimentos,Grendene ON (GRND3),8.01
2017,05,201705,Genial Investimentos,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,Genial Investimentos,Klabin UNIT (KLBN11),6.12
2017,05,201705,Genial Investimentos,Marcopolo PN (POMO4),17.5
2017,05,201705,Guide Investimentos,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,Guide Investimentos,Lojas Americanas PN (LAME4),-13.3
2017,05,201705,Guide Investimentos,M. Dias Branco ON (MDIA3),11.02
2017,05,201705,Guide Investimentos,Multiplus ON (MPLU3),4.2
2017,05,201705,Guide Investimentos,Telefônica Brasil PN (VIVT4),-1.04
2017,05,201705,Planner Corretora,Itaúsa PN (ITSA4),-9.5
2017,05,201705,Planner Corretora,Klabin UNIT (KLBN11),6.12
2017,05,201705,Planner Corretora,Multiplan ON (MULT3),-5.32
2017,05,201705,Planner Corretora,Petrobras PN (PETR4),-7.23
2017,05,201705,Planner Corretora,Taesa UNIT (TAEE11),3.07
2017,05,201705,Rico Corretora,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,Rico Corretora,Lojas Americanas PN (LAME4),-13.3
2017,05,201705,Rico Corretora,Petrobras PN (PETR4),-7.23
2017,05,201705,Rico Corretora,Raia Drogasil ON (RADL3),6.75
2017,05,201705,Rico Corretora,Weg ON (WEGE3),7.34
2017,05,201705,Santander Corretora,B3 ON (BVMF3),-2.8
2017,05,201705,Santander Corretora,CVC Brasil ON (CVCB3),-2.58
2017,05,201705,Santander Corretora,Equatorial ON (EQTL3),-7.11
2017,05,201705,Santander Corretora,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,Santander Corretora,Petrobras PN (PETR4),-7.23
2017,05,201705,XP Investimentos,Banco do Brasil ON (BBAS3),-13.22
2017,05,201705,XP Investimentos,CCR ON (CCRO3),-6.33
2017,05,201705,XP Investimentos,Itaú Unibanco PN (ITUB4),-9.42
2017,05,201705,XP Investimentos,Pão de Açúcar PN (PCAR4),-3.86
2017,05,201705,XP Investimentos,Petrobras PN (PETR4),-7.23
2017,04,201704,Ágora Investimentos,B3 ON (BVMF3),-1.45
2017,04,201704,Ágora Investimentos,Banco do Brasil ON (BBAS3),-2.72
2017,04,201704,Ágora Investimentos,Cemig PN (CMIG4),-13.95
2017,04,201704,Ágora Investimentos,CESP PNB (CESP6),-6.22
2017,04,201704,Ágora Investimentos,Usiminas PNA (USIM5),-4.05
2017,04,201704,Ativa Investimentos,Gerdau PN (GGBR4),-10.01
2017,04,201704,Ativa Investimentos,Itaú Unibanco PN (ITUB4),3.63
2017,04,201704,Ativa Investimentos,Klabin UNIT (KLBN11),4.65
2017,04,201704,Ativa Investimentos,Petrobras PN (PETR4),-3.59
2017,04,201704,Ativa Investimentos,Raia Drogasil ON (RADL3),14.97
2017,04,201704,BB Investimentos,Cielo ON (CIEL3),2.15
2017,04,201704,BB Investimentos,Fibria ON (FIBR3),1.84
2017,04,201704,BB Investimentos,Itaú Unibanco PN (ITUB4),3.63
2017,04,201704,BB Investimentos,Transmissão Paulista PN (TRPL4),-4.79
2017,04,201704,BB Investimentos,Via Varejo UNIT (VVAR11),14.85
2017,04,201704,Citi Corretora,Ecorodovias ON (ECOR3),4.42
2017,04,201704,Citi Corretora,Gerdau PN (GGBR4),-10.01
2017,04,201704,Citi Corretora,Itaú Unibanco PN (ITUB4),3.63
2017,04,201704,Citi Corretora,Petrobras PN (PETR4),-3.59
2017,04,201704,Citi Corretora,Taesa UNIT (TAEE11),0.26
2017,04,201704,Genial Investimentos,Cia. Hering ON (HGTX3),22.54
2017,04,201704,Genial Investimentos,Engie Brasil ON (EGIE3),-3.87
2017,04,201704,Genial Investimentos,Grendene ON (GRND3),10.79
2017,04,201704,Genial Investimentos,Natura ON (NATU3),4.27
2017,04,201704,Genial Investimentos,Ser Educacional ON (SEER3),19.51
2017,04,201704,Guide Investimentos,Equatorial ON (EQTL3),-1.17
2017,04,201704,Guide Investimentos,Petrobras PN (PETR4),-3.59
2017,04,201704,Guide Investimentos,Rumo Log. ON (RAIL3),2.11
2017,04,201704,Guide Investimentos,Sabesp ON (SBSP3),-7.29
2017,04,201704,Guide Investimentos,Weg ON (WEGE3),1.72
2017,04,201704,Planner Corretora,Petrobras PN (PETR4),-3.59
2017,04,201704,Planner Corretora,Raia Drogasil ON (RADL3),14.97
2017,04,201704,Planner Corretora,Sabesp ON (SBSP3),-7.29
2017,04,201704,Planner Corretora,Taesa UNIT (TAEE11),0.26
2017,04,201704,Planner Corretora,Telefônica Brasil PN (VIVT4),4.08
2017,04,201704,Rico Corretora,Ecorodovias ON (ECOR3),4.42
2017,04,201704,Rico Corretora,Hypermarcas ON (HYPE3),3.83
2017,04,201704,Rico Corretora,Itaú Unibanco PN (ITUB4),3.63
2017,04,201704,Rico Corretora,Lojas Renner ON (LREN3),6.85
2017,04,201704,Rico Corretora,Petrobras PN (PETR4),-3.59
2017,04,201704,Santander Corretora,B3 ON (BVMF3),-1.45
2017,04,201704,Santander Corretora,Banco do Brasil ON (BBAS3),-2.72
2017,04,201704,Santander Corretora,CVC Brasil ON (CVCB3),7.13
2017,04,201704,Santander Corretora,Petrobras PN (PETR4),-3.59
2017,04,201704,Santander Corretora,Suzano Papel PNA (SUZB3),1.13
2017,04,201704,XP Investimentos,Banco do Brasil ON (BBAS3),-2.72
2017,04,201704,XP Investimentos,BR Malls Part. ON (BRML3),-3.04
2017,04,201704,XP Investimentos,Itaú Unibanco PN (ITUB4),3.63
2017,04,201704,XP Investimentos,Petrobras PN (PETR4),-3.59
2017,04,201704,XP Investimentos,Vale PNA (VALE5),-4.17
2017,03,201703,Ágora Investimentos,Banco do Brasil ON (BBAS3),2.29
2017,03,201703,Ágora Investimentos,BM&FBovespa ON (BVMF3),1.42
2017,03,201703,Ágora Investimentos,Cemig PN (CMIG4),-3.46
2017,03,201703,Ágora Investimentos,Copasa ON (CSMG3),-13.47
2017,03,201703,Ágora Investimentos,Petrobras PN (PETR4),-4.55
2017,03,201703,Ativa Investimentos,Gerdau PN (GGBR4),-15.91
2017,03,201703,Ativa Investimentos,Itaú Unibanco PN (ITUB4),-5.29
2017,03,201703,Ativa Investimentos,Klabin UNIT (KLBN11),-2.26
2017,03,201703,Ativa Investimentos,Petrobras PN (PETR4),-4.55
2017,03,201703,Ativa Investimentos,Raia Drogasil ON (RADL3),-1.0
2017,03,201703,BB Investimentos,AES Tietê UNIT (TIET11),-14.75
2017,03,201703,BB Investimentos,Cia. Hering ON (HGTX3),3.22
2017,03,201703,BB Investimentos,Itaú Unibanco PN (ITUB4),-5.29
2017,03,201703,BB Investimentos,Via Varejo UNIT (VVAR11),-12.12
2017,03,201703,BB Investimentos,Weg ON (WEGE3),3.2
2017,03,201703,Citi Corretora,Ecorodovias ON (ECOR3),0.52
2017,03,201703,Citi Corretora,Gerdau PN (GGBR4),-15.91
2017,03,201703,Citi Corretora,Itaú Unibanco PN (ITUB4),-5.29
2017,03,201703,Citi Corretora,Petrobras PN (PETR4),-4.55
2017,03,201703,Citi Corretora,Taesa UNIT (TAEE11),4.27
2017,03,201703,Genial Investimentos,Bradesco PN (BBDC4),-3.06
2017,03,201703,Genial Investimentos,Cetip ON (CTIP3),5.88
2017,03,201703,Genial Investimentos,Equatorial ON (EQTL3),-1.23
2017,03,201703,Genial Investimentos,Sanepar PN (SAPR4),-23.61
2017,03,201703,Genial Investimentos,Telefônica Brasil PN (VIVT4),2.07
2017,03,201703,Guide Investimentos,Ambev ON (ABEV3),2.24
2017,03,201703,Guide Investimentos,CCR ON (CCRO3),-0.22
2017,03,201703,Guide Investimentos,Itausa PN (ITSA4),-5.24
2017,03,201703,Guide Investimentos,MRV ON (MRVE3),3.02
2017,03,201703,Guide Investimentos,Petrobras PN (PETR4),-4.55
2017,03,201703,Planner Corretora,Itaú Unibanco PN (ITUB4),-5.29
2017,03,201703,Planner Corretora,Petrobras PN (PETR4),-4.55
2017,03,201703,Planner Corretora,Taesa UNIT (TAEE11),4.27
2017,03,201703,Planner Corretora,Telefônica Brasil PN (VIVT4),2.07
2017,03,201703,Planner Corretora,Ultrapar ON (UGPA3),11.01
2017,03,201703,Rico Corretora,Ambev ON (ABEV3),2.24
2017,03,201703,Rico Corretora,Equatorial ON (EQTL3),-1.23
2017,03,201703,Rico Corretora,Itaú Unibanco PN (ITUB4),-5.29
2017,03,201703,Rico Corretora,Petrobras PN (PETR4),-4.55
2017,03,201703,Rico Corretora,Weg ON (WEGE3),3.2
2017,03,201703,Santander Corretora,Banco do Brasil ON (BBAS3),2.29
2017,03,201703,Santander Corretora,BM&FBovespa ON (BVMF3),1.42
2017,03,201703,Santander Corretora,CVC Brasil ON (CVCB3),1.3
2017,03,201703,Santander Corretora,Petrobras PN (PETR4),-4.55
2017,03,201703,Santander Corretora,Suzano Papel PNA (SUZB3),-1.41
2017,03,201703,XP Investimentos,Banco do Brasil ON (BBAS3),2.29
2017,03,201703,XP Investimentos,Itaú Unibanco PN (ITUB4),-5.29
2017,03,201703,XP Investimentos,Petrobras PN (PETR4),-4.55
2017,03,201703,XP Investimentos,Telefônica Brasil PN (VIVT4),2.07
2017,03,201703,XP Investimentos,Vale PNA (VALE5),-10.47
2017,02,201702,Ágora Investimentos,Banco do Brasil ON (BBAS3),6.4
2017,02,201702,Ágora Investimentos,BM&FBovespa ON (BVMF3),2.87
2017,02,201702,Ágora Investimentos,Cemig PN (CMIG4),16.96
2017,02,201702,Ágora Investimentos,Petrobras PN (PETR4),1.07
2017,02,201702,Ágora Investimentos,Sanepar PN (SAPR4),2.13
2017,02,201702,Ativa Investimentos,Itaú Unibanco PN (ITUB4),9.29
2017,02,201702,Ativa Investimentos,Klabin UNIT (KLBN11),-3.66
2017,02,201702,Ativa Investimentos,Petrobras PN (PETR4),1.07
2017,02,201702,Ativa Investimentos,Raia Drogasil ON (RADL3),-9.31
2017,02,201702,Ativa Investimentos,Via Varejo UNIT (VVAR11),31.55
2017,02,201702,BB Investimentos,AES Tietê UNIT (TIET11),10.52
2017,02,201702,BB Investimentos,Itaú Unibanco PN (ITUB4),9.29
2017,02,201702,BB Investimentos,Pão de Açúcar PN (PCAR4),-0.85
2017,02,201702,BB Investimentos,Petrobras PN (PETR4),1.07
2017,02,201702,BB Investimentos,Usiminas PNA (USIM5),-6.1
2017,02,201702,Citi Corretora,Ecorodovias ON (ECOR3),7.74
2017,02,201702,Citi Corretora,Itaú Unibanco PN (ITUB4),9.29
2017,02,201702,Citi Corretora,Petrobras PN (PETR4),1.07
2017,02,201702,Citi Corretora,Raia Drogasil ON (RADL3),-9.31
2017,02,201702,Citi Corretora,Taesa UNIT (TAEE11),2.56
2017,02,201702,Genial Investimentos,Bradesco PN (BBDC4),2.25
2017,02,201702,Genial Investimentos,Cetip ON (CTIP3),0.37
2017,02,201702,Genial Investimentos,Copel PNB (CPLE6),4.82
2017,02,201702,Genial Investimentos,Natura ON (NATU3),1.39
2017,02,201702,Genial Investimentos,Telefônica Brasil PN (VIVT4),-1.63
2017,02,201702,Guide Investimentos,BM&FBovespa ON (BVMF3),2.87
2017,02,201702,Guide Investimentos,CCR ON (CCRO3),16.63
2017,02,201702,Guide Investimentos,Itausa PN (ITSA4),10.42
2017,02,201702,Guide Investimentos,Sabesp ON (SBSP3),4.88
2017,02,201702,Guide Investimentos,Suzano Papel PNA (SUZB3),0.37
2017,02,201702,Planner Corretora,BB Seguridade ON (BBSE3),5.58
2017,02,201702,Planner Corretora,Hypermarcas ON (HYPE3),-1.03
2017,02,201702,Planner Corretora,Itausa PN (ITSA4),10.42
2017,02,201702,Planner Corretora,Petrobras PN (PETR4),1.07
2017,02,201702,Planner Corretora,Ultrapar ON (UGPA3),-1.15
2017,02,201702,Rico Corretora,Ambev ON (ABEV3),3.72
2017,02,201702,Rico Corretora,BM&FBovespa ON (BVMF3),2.87
2017,02,201702,Rico Corretora,BR Malls Part. ON (BRML3),1.7
2017,02,201702,Rico Corretora,Itaú Unibanco PN (ITUB4),9.29
2017,02,201702,Rico Corretora,Petrobras PN (PETR4),1.07
2017,02,201702,Santander Corretora,BM&FBovespa ON (BVMF3),2.87
2017,02,201702,Santander Corretora,Bradesco PN (BBDC4),2.25
2017,02,201702,Santander Corretora,Petrobras PN (PETR4),1.07
2017,02,201702,Santander Corretora,Rumo Log. ON (RUMO3),14.4
2017,02,201702,Santander Corretora,Suzano Papel PNA (SUZB3),0.37
2017,02,201702,XP Investimentos,Banco do Brasil ON (BBAS3),6.4
2017,02,201702,XP Investimentos,Fibria ON (FIBR3),-9.5
2017,02,201702,XP Investimentos,Itaú Unibanco PN (ITUB4),9.29
2017,02,201702,XP Investimentos,Petrobras PN (PETR4),1.07
2017,02,201702,XP Investimentos,Vale PNA (VALE5),3.14
2017,01,201701,Ágora Investimentos,BM&FBovespa ON (BVMF3),12.06
2017,01,201701,Ágora Investimentos,Copel PNB (CPLE6),17.51
2017,01,201701,Ágora Investimentos,Klabin UNIT (KLBN11),-8.35
2017,01,201701,Ágora Investimentos,Petrobras PN (PETR4),1.01
2017,01,201701,Ágora Investimentos,Transmissão Paulista PN (TRPL4),1.28
2017,01,201701,Ativa Investimentos,Ambev ON (ABEV3),5.3
2017,01,201701,Ativa Investimentos,Banco do Brasil ON (BBAS3),10.75
2017,01,201701,Ativa Investimentos,Equatorial ON (EQTL3),6.8
2017,01,201701,Ativa Investimentos,Petrobras PN (PETR4),1.01
2017,01,201701,Ativa Investimentos,Raia Drogasil ON (RADL3),7.04
2017,01,201701,BB Investimentos,Alupar UNIT (ALUP11),8.01
2017,01,201701,BB Investimentos,CCR ON (CCRO3),-2.82
2017,01,201701,BB Investimentos,Itaú Unibanco PN (ITUB4),10.06
2017,01,201701,BB Investimentos,Raia Drogasil ON (RADL3),7.04
2017,01,201701,BB Investimentos,Via Varejo UNIT (VVAR11),-16.56
2017,01,201701,Citi Corretora,Ecorodovias ON (ECOR3),3.52
2017,01,201701,Citi Corretora,Itaú Unibanco PN (ITUB4),10.06
2017,01,201701,Citi Corretora,Petrobras PN (PETR4),1.01
2017,01,201701,Citi Corretora,Raia Drogasil ON (RADL3),7.04
2017,01,201701,Citi Corretora,Taesa UNIT (TAEE11),3.47
2017,01,201701,Genial Investimentos,Banco do Brasil ON (BBAS3),10.75
2017,01,201701,Genial Investimentos,Bradesco PN (BBDC4),12.89
2017,01,201701,Genial Investimentos,Raia Drogasil ON (RADL3),7.04
2017,01,201701,Genial Investimentos,Telefônica Brasil PN (VIVT4),6.63
2017,01,201701,Genial Investimentos,Transmissão Paulista PN (TRPL4),1.28
2017,01,201701,Guide Investimentos,BRF ON (BRFS3),-7.85
2017,01,201701,Guide Investimentos,CCR ON (CCRO3),-2.82
2017,01,201701,Guide Investimentos,Cosan ON (CSAN3),5.56
2017,01,201701,Guide Investimentos,Sabesp ON (SBSP3),8.89
2017,01,201701,Guide Investimentos,Suzano Papel PNA (SUZB3),-5.63
2017,01,201701,Planner Corretora,BB Seguridade ON (BBSE3),-1.38
2017,01,201701,Planner Corretora,Bradesco PN (BBDC4),12.89
2017,01,201701,Planner Corretora,Hypermarcas ON (HYPE3),6.97
2017,01,201701,Planner Corretora,Itausa PN (ITSA4),12.08
2017,01,201701,Planner Corretora,Petrobras PN (PETR4),1.01
2017,01,201701,Rico Corretora,Ambev ON (ABEV3),5.3
2017,01,201701,Rico Corretora,BM&FBovespa ON (BVMF3),12.06
2017,01,201701,Rico Corretora,Itaú Unibanco PN (ITUB4),10.06
2017,01,201701,Rico Corretora,Multiplan ON (MULT3),5.7
2017,01,201701,Rico Corretora,Petrobras PN (PETR4),1.01
2017,01,201701,Santander Corretora,BM&FBovespa ON (BVMF3),12.06
2017,01,201701,Santander Corretora,Bradesco PN (BBDC4),12.89
2017,01,201701,Santander Corretora,Petrobras PN (PETR4),1.01
2017,01,201701,Santander Corretora,Rumo Log. ON (RUMO3),22.15
2017,01,201701,Santander Corretora,Suzano Papel PNA (SUZB3),-5.63
2017,01,201701,XP Investimentos,Banco do Brasil ON (BBAS3),10.75
2017,01,201701,XP Investimentos,Fibria ON (FIBR3),-7.9
2017,01,201701,XP Investimentos,Gerdau PN (GGBR4),12.96
2017,01,201701,XP Investimentos,Itaú Unibanco PN (ITUB4),10.06
2017,01,201701,XP Investimentos,Petrobras PN (PETR4),1.01
2016,12,201612,Ágora Investimentos,Banco do Brasil ON (BBAS3),-1.19
2016,12,201612,Ágora Investimentos,Copel PNB (CPLE6),-5.49
2016,12,201612,Ágora Investimentos,Klabin UNIT (KLBN11),4.42
2016,12,201612,Ágora Investimentos,Petrobras PN (PETR4),-7.06
2016,12,201612,Ágora Investimentos,Transmissão Paulista PN (TRPL4),4.14
2016,12,201612,Ativa Investimentos,Banco do Brasil ON (BBAS3),-1.19
2016,12,201612,Ativa Investimentos,Equatorial ON (EQTL3),4.11
2016,12,201612,Ativa Investimentos,Gerdau PN (GGBR4),-20.3
2016,12,201612,Ativa Investimentos,Petrobras PN (PETR4),-7.06
2016,12,201612,Ativa Investimentos,Raia Drogasil ON (RADL3),-4.91
2016,12,201612,BB Investimentos,Bradesco PN (BBDC4),-1.67
2016,12,201612,BB Investimentos,Itaú Unibanco PN (ITUB4),-3.18
2016,12,201612,BB Investimentos,Petrobras PN (PETR4),-7.06
2016,12,201612,BB Investimentos,Raia Drogasil ON (RADL3),-4.91
2016,12,201612,BB Investimentos,Via Varejo UNIT (VVAR11),11.51
2016,12,201612,Citi Corretora,Gerdau PN (GGBR4),-20.3
2016,12,201612,Citi Corretora,Itaú Unibanco PN (ITUB4),-3.18
2016,12,201612,Citi Corretora,Petrobras PN (PETR4),-7.06
2016,12,201612,Citi Corretora,Raia Drogasil ON (RADL3),-4.91
2016,12,201612,Citi Corretora,Taesa UNIT (TAEE11),11.81
2016,12,201612,Genial Investimentos,Banco do Brasil ON (BBAS3),-1.19
2016,12,201612,Genial Investimentos,Itaú Unibanco PN (ITUB4),-3.18
2016,12,201612,Genial Investimentos,Raia Drogasil ON (RADL3),-4.91
2016,12,201612,Genial Investimentos,Telefônica Brasil PN (VIVT4),-2.39
2016,12,201612,Genial Investimentos,Transmissão Paulista PN (TRPL4),4.14
2016,12,201612,Guide Investimentos,Banco do Brasil ON (BBAS3),-1.19
2016,12,201612,Guide Investimentos,Eletrobras PNB (ELET6),-8.61
2016,12,201612,Guide Investimentos,Sabesp ON (SBSP3),-3.91
2016,12,201612,Guide Investimentos,Suzano Papel PNA (SUZB5),10.51
2016,12,201612,Guide Investimentos,Telefônica Brasil PN (VIVT4),-2.39
2016,12,201612,Planner Corretora,BB Seguridade ON (BBSE3),0.04
2016,12,201612,Planner Corretora,Bradesco PN (BBDC4),-1.67
2016,12,201612,Planner Corretora,Hypermarcas ON (HYPE3),0.62
2016,12,201612,Planner Corretora,Itausa PN (ITSA4),-0.93
2016,12,201612,Planner Corretora,Petrobras PN (PETR4),-7.06
2016,12,201612,Rico Corretora,BM&FBovespa ON (BVMF3),0.47
2016,12,201612,Rico Corretora,Cosan ON (CSAN3),-1.47
2016,12,201612,Rico Corretora,Itaú Unibanco PN (ITUB4),-3.18
2016,12,201612,Rico Corretora,Multiplan ON (MULT3),2.15
2016,12,201612,Rico Corretora,Petrobras PN (PETR4),-7.06
2016,12,201612,Santander Corretora,Banco do Brasil ON (BBAS3),-1.19
2016,12,201612,Santander Corretora,BM&FBovespa ON (BVMF3),0.47
2016,12,201612,Santander Corretora,Petrobras PN (PETR4),-7.06
2016,12,201612,Santander Corretora,Rumo Log. ON (RUMO3),-3.46
2016,12,201612,Santander Corretora,Suzano Papel PNA (SUZB5),10.51
2016,12,201612,XP Investimentos,Banco do Brasil ON (BBAS3),-1.19
2016,12,201612,XP Investimentos,Gerdau PN (GGBR4),-20.3
2016,12,201612,XP Investimentos,Itaú Unibanco PN (ITUB4),-3.18
2016,12,201612,XP Investimentos,Petrobras PN (PETR4),-7.06
2016,12,201612,XP Investimentos,Sabesp ON (SBSP3),-3.91
2016,11,201611,Ágora Investimentos,Banco do Brasil ON (BBAS3),-2.38
2016,11,201611,Ágora Investimentos,Copel PNB (CPLE6),-20.79
2016,11,201611,Ágora Investimentos,Petrobras PN (PETR4),-9.55
2016,11,201611,Ágora Investimentos,Raia Drogasil ON (RADL3),-8.99
2016,11,201611,Ágora Investimentos,Transmissão Paulista PN (TRPL4),-8.84
2016,11,201611,Ativa Investimentos,Equatorial ON (EQTL3),-7.82
2016,11,201611,Ativa Investimentos,Gerdau PN (GGBR4),23.14
2016,11,201611,Ativa Investimentos,Itaú Unibanco PN (ITUB4),-7.72
2016,11,201611,Ativa Investimentos,Petrobras PN (PETR4),-9.55
2016,11,201611,Ativa Investimentos,Raia Drogasil ON (RADL3),-8.99
