ano,mes,ano_mes,corretora,desempenho_mes,desempenho_ano
2013,04,201304,Souza Barros CCT,-5.34,-4.16
2013,04,201304,XP Investimentos,-7.43,0.78
2013,03,201303,Ágora Investimentos,-1.68,5.32
2013,03,201303,Ativa Investimentos,-1.86,-4.57
2013,03,201303,Citi Corretora,0.89,5.14
2013,03,201303,Genial Investimentos,1.44,-0.23
2013,03,201303,Guide Investimentos,-1.95,-9.58
2013,03,201303,Planner Corretora,1.14,-6.56
2013,03,201303,Rico Corretora,2.77,-1.01
2013,03,201303,Santander Corretora,-1.07,2.16
2013,03,201303,Souza Barros CCT,-0.55,1.25
2013,03,201303,XP Investimentos,-1.74,8.86
2013,02,201302,Ágora Investimentos,2.18,7.12
2013,02,201302,Ativa Investimentos,-3.26,-2.76
2013,02,201302,Citi Corretora,-1.34,4.21
2013,02,201302,Genial Investimentos,-0.16,-1.65
2013,02,201302,Guide Investimentos,-3.31,-7.78
2013,02,201302,Planner Corretora,-3.28,-7.61
2013,02,201302,Rico Corretora,-2.6,-3.68
2013,02,201302,Santander Corretora,1.18,3.26
2013,02,201302,Souza Barros CCT,-1.54,1.81
2013,02,201302,XP Investimentos,4.61,10.79
2013,01,201301,Ágora Investimentos,4.83,4.83
2013,01,201301,Ativa Investimentos,0.52,0.52
2013,01,201301,Citi Corretora,5.63,5.63
2013,01,201301,Genial Investimentos,-1.49,-1.49
2013,01,201301,Guide Investimentos,-4.62,-4.62
2013,01,201301,Planner Corretora,-4.48,-4.48
2013,01,201301,Rico Corretora,-1.11,-1.11
2013,01,201301,Santander Corretora,2.06,2.06
2013,01,201301,Souza Barros CCT,3.4,3.4
2013,01,201301,XP Investimentos,5.91,5.91
2012,12,201212,Ágora Investimentos,7.85,39.23
2012,12,201212,Ativa Investimentos,13.23,32.29
2012,12,201212,Citi Corretora,7.37,19.07
2012,12,201212,Genial Investimentos,5.98,27.78
2012,12,201212,Guide Investimentos,13.12,26.11
2012,12,201212,Planner Corretora,1.24,-15.55
2012,12,201212,Rico Corretora,6.7,35.49
2012,12,201212,Santander Corretora,5.62,26.86
2012,12,201212,Souza Barros CCT,1.09,52.04
2012,12,201212,XP Investimentos,10.02,24.06
2012,11,201211,Ágora Investimentos,-0.26,29.1
2012,11,201211,Ativa Investimentos,3.37,16.84
2012,11,201211,Citi Corretora,-1.08,10.9
2012,11,201211,Genial Investimentos,7.5,20.57
2012,11,201211,Guide Investimentos,-3.77,11.49
2012,11,201211,Planner Corretora,0.01,-16.59
2012,11,201211,Rico Corretora,3.87,26.98
2012,11,201211,Santander Corretora,1.12,20.11
2012,11,201211,Souza Barros CCT,3.44,50.4
2012,11,201211,XP Investimentos,4.11,12.76
2012,10,201210,Ágora Investimentos,1.86,29.44
2012,10,201210,Ativa Investimentos,6.04,13.02
2012,10,201210,Citi Corretora,-0.63,12.11
2012,10,201210,Genial Investimentos,-2.65,12.16
2012,10,201210,Guide Investimentos,-3.19,15.86
2012,10,201210,Planner Corretora,-0.95,-16.59
2012,10,201210,Rico Corretora,-7.31,22.25
2012,10,201210,Santander Corretora,2.47,18.78
2012,10,201210,Souza Barros CCT,0.38,45.39
2012,10,201210,XP Investimentos,-1.45,8.31
2012,09,201209,Ágora Investimentos,7.98,27.07
2012,09,201209,Ativa Investimentos,5.08,6.59
2012,09,201209,Citi Corretora,1.2,12.82
2012,09,201209,Genial Investimentos,4.71,15.21
2012,09,201209,Guide Investimentos,5.43,19.68
2012,09,201209,Planner Corretora,1.46,-15.79
2012,09,201209,Rico Corretora,4.01,31.9
2012,09,201209,Santander Corretora,4.6,15.92
2012,09,201209,Souza Barros CCT,5.41,44.84
2012,09,201209,XP Investimentos,4.01,9.91
2012,08,201208,Ágora Investimentos,-0.11,17.68
2012,08,201208,Ativa Investimentos,-1.78,1.44
2012,08,201208,Citi Corretora,-0.64,11.49
2012,08,201208,Genial Investimentos,0.22,10.02
2012,08,201208,Guide Investimentos,-3.6,13.51
2012,08,201208,Planner Corretora,5.25,-17.0
2012,08,201208,Rico Corretora,0.66,26.81
2012,08,201208,Santander Corretora,1.14,10.82
2012,08,201208,Souza Barros CCT,2.17,37.4
2012,08,201208,XP Investimentos,0.23,5.67
2012,07,201207,Ágora Investimentos,6.83,17.81
2012,07,201207,Ativa Investimentos,1.88,3.28
2012,07,201207,Citi Corretora,-1.73,12.2
2012,07,201207,Genial Investimentos,1.36,9.78
2012,07,201207,Guide Investimentos,-5.99,17.76
2012,07,201207,Planner Corretora,-4.8,-21.14
2012,07,201207,Rico Corretora,5.37,25.99
2012,07,201207,Santander Corretora,5.15,9.58
2012,07,201207,Souza Barros CCT,1.42,34.48
2012,07,201207,XP Investimentos,-0.13,5.43
2012,06,201206,Ágora Investimentos,5.18,10.28
2012,06,201206,Ativa Investimentos,6.74,1.38
2012,06,201206,Citi Corretora,8.4,14.17
2012,06,201206,Genial Investimentos,4.21,8.3
2012,06,201206,Guide Investimentos,5.16,25.26
2012,06,201206,Planner Corretora,-5.29,-17.17
2012,06,201206,Rico Corretora,3.32,19.57
2012,06,201206,Santander Corretora,2.86,4.21
2012,06,201206,Souza Barros CCT,0.01,32.59
2012,06,201206,XP Investimentos,5.35,5.57
2012,05,201205,Ágora Investimentos,-11.27,4.85
2012,05,201205,Ativa Investimentos,-9.75,-5.03
2012,05,201205,Citi Corretora,-11.21,5.33
2012,05,201205,Genial Investimentos,-12.89,3.93
2012,05,201205,Guide Investimentos,-9.3,19.11
2012,05,201205,Planner Corretora,-16.44,-12.54
2012,05,201205,Rico Corretora,-7.32,15.72
2012,05,201205,Santander Corretora,-10.82,1.31
2012,05,201205,Souza Barros CCT,-0.97,32.58
2012,05,201205,XP Investimentos,-7.62,0.2
2012,04,201204,Ágora Investimentos,1.79,18.16
2012,04,201204,Ativa Investimentos,-4.84,5.23
2012,04,201204,Citi Corretora,-0.42,18.63
2012,04,201204,Genial Investimentos,4.73,19.31
2012,04,201204,Guide Investimentos,4.82,31.32
2012,04,201204,Planner Corretora,-6.87,4.67
2012,04,201204,Rico Corretora,2.45,24.86
2012,04,201204,Santander Corretora,0.58,13.6
2012,04,201204,Souza Barros CCT,3.14,33.88
2012,04,201204,XP Investimentos,-5.18,8.47
2012,03,201203,Ágora Investimentos,-4.27,16.08
2012,03,201203,Ativa Investimentos,-2.7,10.58
2012,03,201203,Citi Corretora,2.09,19.13
2012,03,201203,Genial Investimentos,-2.17,13.92
2012,03,201203,Guide Investimentos,6.32,25.29
2012,03,201203,Planner Corretora,-8.57,12.4
2012,03,201203,Rico Corretora,0.88,21.88
2012,03,201203,Santander Corretora,0.08,12.94
2012,03,201203,Souza Barros CCT,9.81,29.8
2012,03,201203,XP Investimentos,1.04,14.4
2012,02,201202,Ágora Investimentos,13.02,21.26
2012,02,201202,Ativa Investimentos,7.88,13.65
2012,02,201202,Citi Corretora,5.2,16.7
2012,02,201202,Genial Investimentos,5.27,16.45
2012,02,201202,Guide Investimentos,8.11,17.84
2012,02,201202,Planner Corretora,10.31,22.93
2012,02,201202,Rico Corretora,10.81,20.81
2012,02,201202,Santander Corretora,7.36,12.84
2012,02,201202,Souza Barros CCT,9.2,18.2
2012,02,201202,XP Investimentos,7.33,13.23
2012,01,201201,Ágora Investimentos,7.29,7.29
2012,01,201201,Ativa Investimentos,5.35,5.35
2012,01,201201,Citi Corretora,10.93,10.93
2012,01,201201,Genial Investimentos,10.62,10.62
2012,01,201201,Guide Investimentos,9.0,9.0
2012,01,201201,Planner Corretora,11.43,11.43
2012,01,201201,Rico Corretora,9.03,9.03
2012,01,201201,Santander Corretora,5.11,5.11
2012,01,201201,Souza Barros CCT,8.25,8.25
2012,01,201201,XP Investimentos,5.49,5.49
